gameId,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueTotalGold,blueTotalExperience,blueWins
1962,1,10,1,14,1,0,18274,18491,1
1963,0,4,8,3,1,1,18117,18472,1
1964,0,4,5,4,0,0,14536,17119,0
1965,1,6,10,6,0,0,17409,17256,0
1966,0,6,4,8,0,0,17409,17256,0
1967,1,2,6,2,1,0,17409,17256,0
1968,1,6,3,7,0,0,13475,17119,0
1969,0,5,6,5,0,0,14536,17256,1
1970,1,3,5,4,0,0,14536,17256,0
1971,0,5,6,0,0,0,17409,17256,0
1972,0,3,8,3,0,0,17409,17256,0
1973,0,6,6,2,1,1,13475,17256,0
1974,1,7,3,8,0,0,18513,18201,1
1975,0,6,6,4,0,0,14536,19730,1
1976,0,5,8,6,0,0,13475,17119,0
1977,1,9,6,11,0,0,14536,17256,1
1979,0,4,4,2,1,1,18513,18201,1
1980,0,5,6,6,0,0,14536,18502,0
1981,0,7,10,7,0,0,19558,18201,1
1982,0,4,13,2,1,0,19558,18201,0
1983,1,4,11,5,0,0,14536,17256,0
1987,1,9,8,4,0,0,14536,17256,1
1988,1,9,6,8,0,0,17409,17256,0
1989,1,8,9,5,1,1,16961,18472,0
1990,0,4,3,2,1,1,20619,19730,1
1991,1,9,3,11,0,0,17409,17256,0
1992,0,7,11,3,1,1,18513,18472,1
1993,0,5,9,3,0,0,17409,17256,0
1995,0,7,3,7,1,1,18274,18491,1
1996,0,5,9,3,0,0,17409,17256,0
1998,0,4,4,3,0,0,17381,19922,0
1999,1,8,6,8,0,0,14536,18270,0
2000,1,7,8,9,0,0,16961,18201,0
2001,0,3,14,2,0,0,17409,17256,0
2003,0,4,6,0,0,0,17409,17256,0
2005,1,11,6,6,1,1,18513,18021,1
2008,1,13,3,7,2,1,18274,18491,1
2010,0,7,10,5,0,0,17409,17256,0
2011,0,8,4,11,0,0,18274,18472,1
2012,1,9,8,10,0,0,19558,18201,1
2013,1,10,1,9,1,0,13519,18021,1
2014,1,10,1,13,1,0,18513,18491,1
2015,1,7,4,11,1,1,16961,18201,0
2018,1,11,1,9,0,0,13519,18021,1
2019,1,6,2,4,1,0,19558,18201,1
2020,1,5,3,5,0,0,14536,17863,1
2022,0,4,6,5,1,1,14536,17256,1
2023,1,4,10,5,0,0,17409,17256,0
2024,1,8,8,9,0,0,19558,18021,1
2025,0,7,6,7,1,0,18117,18491,0
2026,1,8,7,8,1,1,18274,18491,1
2027,1,3,5,6,0,0,17409,17256,0
2028,0,4,6,2,0,0,13475,18201,1
2034,1,9,4,8,0,0,18513,18201,1
2035,1,8,1,9,1,0,18274,18491,1
2037,1,7,9,5,1,1,18274,18491,0
2038,1,7,6,6,0,0,14536,18201,1
2039,0,0,5,0,0,0,17409,17256,0
2040,0,4,11,6,0,0,16544,18201,1
2041,0,4,5,4,0,0,17409,17256,0
2042,1,4,4,6,0,0,14536,17256,0
2044,0,9,0,13,0,0,16961,18472,1
2045,1,6,3,2,1,1,16961,17256,0
2046,0,3,10,2,0,0,17409,17256,0
2047,1,6,5,5,0,0,14536,18637,1
2050,0,0,8,0,0,0,17409,17256,0
2051,1,7,6,10,0,0,20619,17256,0
2052,1,10,10,12,1,0,13519,18021,0
2053,0,5,4,4,0,0,17409,17256,0
2055,1,5,3,9,2,1,13519,18021,1
2056,1,6,4,9,2,1,13519,18201,1
2057,0,5,9,6,0,0,17409,17256,0
2058,1,9,6,1,0,0,16544,18986,1
2061,1,8,5,8,1,0,16961,18201,1
2062,1,4,2,3,1,1,19558,20004,0
2063,1,6,9,5,0,0,17409,17256,0
2064,0,4,11,3,1,1,19558,18201,0
2065,0,1,6,1,0,0,17409,17256,0
2066,0,6,6,2,1,1,16961,19797,0
2067,1,6,6,6,0,0,14536,17256,0
2068,1,9,7,13,1,1,18274,18472,1
2069,1,3,8,2,0,0,17409,17256,0
2071,1,5,4,2,1,0,16961,17119,1
2072,0,3,11,2,0,0,17409,17256,0
2073,0,0,10,0,0,0,17409,17256,0
2074,1,5,8,6,1,1,17409,17256,0
2075,0,7,5,6,0,0,13475,18201,1
2077,0,11,8,5,1,0,18513,18021,1
2078,1,13,2,11,2,1,18274,18021,1
2079,1,4,6,3,1,1,18513,18201,1
2080,0,5,9,6,0,0,14536,17256,0
2082,1,5,6,6,0,0,16544,17119,1
2083,0,5,10,8,0,0,20619,17256,0
2084,1,4,8,3,0,0,16961,19922,1
2085,1,10,1,11,1,0,18513,18201,0
2086,1,4,6,5,2,1,13475,19483,0
2088,1,6,5,4,2,1,14536,17256,0
2089,0,3,11,3,0,0,17409,17256,0
2091,1,5,5,7,0,0,14536,19483,1
2093,0,0,6,0,0,0,17409,17256,0
2094,1,7,4,7,1,1,18274,18201,1
2095,0,9,6,0,0,0,18117,18472,1
2096,1,7,6,5,1,0,16544,19483,0
2098,0,9,9,10,0,0,18117,18472,1
2099,1,4,5,6,1,1,16544,17119,0
2100,0,6,3,2,0,0,17409,17256,0
2101,0,10,6,7,1,1,16146,18491,1
2102,0,4,5,4,0,0,14536,17256,1
2104,0,7,10,7,1,1,18274,18491,1
2105,0,6,9,7,0,0,17409,17256,0
2106,1,5,3,7,1,1,18513,18021,1
2107,0,2,5,0,0,0,17409,17256,0
2108,0,8,11,8,0,0,17381,19730,1
2109,1,7,6,9,0,0,14536,17119,1
2110,1,11,1,6,1,1,13519,18021,1
2111,1,6,7,7,1,1,19558,18201,0
2112,1,9,5,11,0,0,13475,17256,0
2114,0,5,10,4,2,1,16961,20004,0
2115,0,4,12,5,0,0,17409,17256,0
2116,1,10,9,11,0,0,18513,18201,1
2117,1,9,8,9,0,0,18513,18201,1
2118,0,7,10,9,1,1,17381,20004,0
2120,1,6,3,6,1,0,16961,18201,1
2121,1,6,2,3,0,0,17409,17256,0
2122,1,4,5,3,0,0,14536,19922,1
2123,0,7,11,4,1,0,18274,18021,1
2125,0,2,8,3,0,0,17409,17256,0
2126,1,8,8,8,1,1,18274,18491,1
2127,0,3,6,3,0,0,13475,17761,1
2129,1,10,7,11,0,0,16961,18201,1
2130,0,4,11,6,1,1,18513,18491,1
2131,1,10,5,11,1,1,18513,18201,1
2132,1,8,7,14,1,1,18513,18201,1
2133,0,7,10,5,0,0,14536,17256,1
2135,0,7,11,6,0,0,16961,18201,1
2136,1,8,8,9,0,0,18513,18491,1
2138,1,4,3,5,1,1,13475,17256,0
2139,0,5,9,3,1,0,18117,18472,0
2142,1,4,8,3,1,1,16961,18201,0
2143,0,3,6,3,1,1,20619,17256,0
2144,1,9,8,9,0,0,19558,18201,1
2145,0,5,9,5,1,1,18117,18472,0
2146,1,7,4,6,2,1,18513,18021,1
2147,0,3,5,2,0,0,17409,17256,0
2148,0,6,5,7,0,0,16961,18201,0
2149,1,9,8,7,0,0,14536,17256,1
2150,1,11,4,9,2,1,18274,18491,1
2151,0,5,8,4,0,0,14536,18986,1
2155,0,8,10,14,0,0,17409,19730,0
2156,0,6,4,4,1,1,18117,17761,1
2157,1,4,4,4,0,0,16544,19483,1
2158,1,9,6,9,1,1,18513,18201,0
2159,1,7,9,8,0,0,19558,18201,0
2160,1,9,7,7,1,1,19558,18201,0
2161,1,3,3,1,1,1,13475,17256,0
2163,1,11,3,6,2,1,13519,18021,1
2165,0,3,6,2,1,0,14536,19730,1
2166,1,11,1,13,0,0,18513,18201,1
2169,1,12,3,11,1,1,18513,18201,1
2170,1,7,5,6,0,0,13519,18021,1
2171,1,5,4,3,1,1,18513,18201,1
2172,1,5,4,6,2,1,18513,18021,1
2173,0,2,6,1,0,0,17409,17256,0
2174,1,6,9,7,2,1,19558,18201,0
2176,0,8,9,8,0,0,20619,16650,0
2177,1,4,5,5,1,1,14536,19483,1
2180,0,9,4,13,0,0,18274,18491,1
2181,1,11,1,13,0,0,14536,17256,0
2184,0,5,4,3,0,0,18117,18472,1
2185,0,7,5,5,0,0,17409,17256,0
2186,1,8,5,9,1,1,13519,18021,1
2187,0,7,5,9,0,0,14536,17256,0
2188,1,4,4,3,1,1,18513,18201,0
2190,1,6,3,4,0,0,14536,17256,0
2191,1,7,9,14,1,1,18274,18491,1
2192,1,10,6,5,1,1,18513,18472,1
2194,1,11,6,12,1,1,18274,18491,1
2195,0,8,8,5,0,0,17409,17256,0
2196,0,3,5,4,0,0,17409,17256,0
2197,1,10,10,9,1,1,18513,18491,1
2198,0,7,5,5,0,0,16544,18201,1
2199,1,7,6,8,0,0,14536,17761,0
2200,1,5,6,8,0,0,17409,17256,0
2202,1,5,4,4,0,0,19558,18201,1
2203,1,9,6,6,1,1,13475,19922,0
2204,0,10,8,3,1,1,18117,18472,0
2205,1,9,3,8,1,1,16961,17761,0
2207,1,8,8,11,1,1,18274,18201,1
2208,0,3,5,3,1,0,13475,18986,1
2209,1,6,4,5,1,1,13519,18201,1
2210,0,0,10,0,0,0,17409,17256,0
2211,1,2,2,4,1,1,14536,17256,1
2212,1,6,9,4,2,1,16961,18201,0
2213,1,11,5,6,1,1,13519,18021,1
2214,0,7,5,7,0,0,19558,18201,1
2215,0,2,9,1,0,0,17409,17256,0
2216,0,6,8,6,1,1,13475,19922,0
2217,0,8,5,7,0,0,14536,17256,1
2218,1,10,3,14,1,1,18274,18491,1
2219,1,10,3,9,2,1,13519,18491,1
2220,1,6,4,7,1,1,19558,18201,1
2221,0,7,5,4,1,1,16961,18201,0
2222,1,13,6,7,2,1,18274,18491,1
2223,0,7,9,4,0,0,17381,19922,0
2224,0,3,8,4,0,0,17409,17256,0
2225,0,2,11,9,0,0,17409,17256,0
2226,1,7,6,6,0,0,16961,18201,1
2228,1,6,4,5,1,0,16961,19483,1
2229,0,5,8,3,1,1,17381,19797,0
2230,0,6,8,4,0,0,17409,17256,0
2231,0,5,10,4,0,0,17409,17256,0
2232,1,11,3,7,2,1,18274,18021,1
2233,1,10,3,9,2,1,13519,18021,1
2234,1,12,8,7,1,0,19558,18201,1
2235,0,4,6,2,0,0,17409,17256,0
2236,1,8,8,12,1,1,18274,18491,1
2238,0,3,10,4,0,0,17409,17256,0
2239,0,7,10,4,0,0,14536,17256,1
2240,1,6,8,8,1,1,18117,19730,1
2242,1,12,1,7,1,0,18274,18021,1
2243,0,9,11,13,0,0,20619,19730,1
2245,0,5,4,5,0,0,17409,17256,0
2246,0,7,13,8,0,0,16961,20004,0
2247,0,6,4,8,1,1,18117,18472,1
2248,0,5,9,10,1,1,18274,18491,1
2249,0,1,6,0,0,0,17381,17173,1
2251,0,3,4,3,1,1,17381,17173,0
2253,1,4,8,5,0,0,16544,19483,1
2254,1,12,6,11,2,1,18274,18491,1
2255,0,4,13,6,2,1,18513,18021,0
2256,1,5,8,5,1,0,14536,17256,0
2257,1,5,6,9,0,0,14536,17119,0
2258,0,2,9,2,0,0,17409,17256,0
2259,0,7,8,6,1,1,18274,18491,0
2260,1,5,6,6,0,0,14536,17256,0
2261,1,9,2,4,1,1,18117,17761,1
2262,0,3,5,2,0,0,17409,17256,0
2264,1,8,3,7,2,1,18513,18201,1
2266,1,2,4,2,1,1,13475,17256,0
2269,1,6,6,8,2,1,18513,18491,1
2270,0,4,11,4,0,0,19558,18201,1
2273,1,8,7,12,1,1,18274,18491,1
2274,1,4,9,4,1,1,16544,17119,0
2275,1,5,2,6,1,1,16961,18201,0
2276,0,8,2,9,2,1,13475,19730,0
2277,0,11,8,9,0,0,18117,18472,1
2278,0,11,5,12,0,0,18274,18472,1
2280,0,5,6,8,0,0,17409,17256,0
2281,0,5,6,5,1,1,13475,18938,1
2282,0,5,8,5,1,1,20619,17173,1
2283,0,5,9,9,1,0,13475,17761,0
2285,0,6,9,4,0,0,17409,17256,0
2286,1,10,9,11,1,0,19558,18201,0
2287,1,5,2,5,1,1,18513,18201,1
2289,1,6,3,6,1,1,20619,17256,0
2290,0,5,9,6,0,0,14536,17256,0
2291,1,7,9,8,0,0,18274,18201,1
2292,1,5,8,4,0,0,17409,17256,0
2294,0,4,10,2,1,0,13475,18201,1
2295,0,9,3,9,2,1,18513,18472,1
2296,1,6,9,8,0,0,17409,17256,0
2297,1,4,3,3,2,1,13519,18021,1
2298,1,4,8,3,0,0,20619,17119,0
2299,0,3,13,3,1,1,20619,19730,0
2300,1,6,5,7,1,1,16961,17119,0
2301,1,9,6,11,0,0,13475,17256,0
2302,1,5,5,3,0,0,16544,17256,0
2303,1,4,3,5,1,1,18513,18201,0
2304,1,8,7,14,0,0,18513,18201,1
2306,1,12,3,4,1,0,19558,18201,0
2307,0,7,9,7,1,1,18274,18201,0
2309,0,6,8,1,1,0,20619,19730,0
2310,1,7,5,8,1,1,18274,18491,1
2311,0,4,8,7,0,0,17381,18420,1
2312,1,1,2,1,0,0,17409,17256,0
2313,1,4,8,3,1,1,16961,18986,0
2314,1,8,7,8,1,1,18274,18021,0
2316,1,4,5,6,0,0,17409,17256,0
2317,0,8,5,5,0,0,14536,18986,0
2318,1,6,5,7,1,0,14536,17256,0
2319,1,7,6,8,2,1,18274,18491,1
2320,1,7,9,8,0,0,19558,18201,0
2321,1,4,5,4,1,1,13519,18201,0
2322,1,3,3,5,0,0,17409,17256,0
2323,1,7,2,11,2,1,18513,18021,1
2324,0,9,6,8,2,1,18117,18472,1
2325,1,4,4,5,1,1,18513,18201,1
2326,0,6,11,4,1,1,20619,17256,0
2327,0,7,8,7,0,0,16961,18201,0
2328,0,3,4,3,1,1,17409,17256,0
2329,0,5,4,8,0,0,17381,17256,1
2330,0,3,14,5,0,0,17409,17256,0
2331,1,6,8,8,0,0,19558,18201,1
2332,0,5,4,5,0,0,20619,17256,1
2333,1,7,3,9,1,1,18274,18021,1
2334,1,8,7,8,1,1,18274,18491,1
2335,0,5,2,7,0,0,20619,19922,0
2336,0,2,5,2,1,1,17409,17256,0
2338,1,6,2,6,1,0,19558,18201,1
2339,1,6,4,5,1,1,13475,17256,0
2340,1,6,3,6,0,0,14536,17863,0
2341,1,2,3,2,0,0,17409,17256,1
2342,0,9,8,9,1,1,18117,18472,0
2344,1,8,5,5,0,0,14536,19483,0
2345,0,7,11,8,1,1,18274,18472,1
2346,1,7,10,8,0,0,14536,17256,0
2347,0,5,10,3,0,0,17381,20004,0
2348,1,9,3,11,1,1,18513,18201,1
2349,1,7,5,7,0,0,19558,18201,1
2351,0,4,11,3,1,1,18117,18472,0
2352,1,11,4,7,1,1,18274,18021,1
2353,0,1,4,2,1,1,17381,17173,0
2354,0,6,8,1,0,0,17409,17256,1
2355,0,8,8,9,0,0,20038,18986,1
2356,0,2,4,3,1,1,19558,18201,1
2357,0,6,6,3,1,1,16961,18141,0
2358,1,5,10,3,0,0,17409,17256,0
2360,0,9,10,8,0,0,17381,19797,1
2361,0,6,5,8,1,1,16961,18502,0
2362,1,9,5,11,0,0,14536,17256,1
2364,0,5,4,4,1,1,18513,18472,1
2365,1,4,4,4,1,1,18274,18491,1
2366,1,7,4,11,1,0,18513,18201,1
2367,1,9,2,8,1,0,18274,18201,1
2368,1,12,4,7,1,0,13475,17256,0
2369,1,11,4,13,1,1,18274,18491,1
2370,0,7,2,6,0,0,19558,18201,1
2371,1,5,5,5,1,1,19407,18201,1
2372,0,3,9,3,0,0,17409,17256,0
2373,1,6,6,6,1,1,16961,18201,1
2374,0,7,5,6,1,1,18513,18021,1
2377,0,11,8,12,0,0,18274,18472,1
2381,1,7,6,8,0,0,18513,18201,1
2382,1,11,9,3,1,1,18274,18491,1
2383,1,13,0,3,1,1,18513,18472,1
2385,1,8,6,14,1,1,18274,18491,1
2386,1,3,5,2,0,0,17440,17256,0
2387,0,5,4,2,0,0,19558,18201,1
2388,0,1,6,1,0,0,17409,17256,0
2389,1,6,4,6,1,0,19558,19483,1
2391,0,4,12,0,0,0,17409,17256,0
2392,0,5,6,5,0,0,17409,17256,0
2393,1,7,5,6,0,0,16961,17119,0
2394,0,1,8,4,0,0,17409,17256,0
2396,1,9,4,9,1,0,13519,18201,1
2399,0,6,4,8,1,1,18117,18472,1
2401,1,10,8,5,0,0,16961,18201,1
2403,1,6,4,5,1,1,16961,18986,1
2404,1,7,2,6,1,1,18274,18021,1
2407,0,1,3,2,0,0,13475,19730,1
2408,0,5,9,3,0,0,17409,17256,0
2409,1,4,8,3,0,0,16961,18201,1
2410,0,3,5,1,0,0,17409,17256,0
2412,1,4,9,4,0,0,14536,17256,0
2413,1,11,6,9,1,1,18274,18021,1
2414,0,6,8,8,0,0,17409,17256,0
2415,0,5,5,6,0,0,14536,17256,1
2416,0,4,5,2,0,0,17409,17256,0
2417,1,2,6,2,1,1,14536,17256,1
2418,0,5,6,7,0,0,17409,17256,0
2419,1,5,9,9,1,0,16544,17119,1
2420,1,7,6,6,1,1,18513,18491,1
2421,0,7,9,6,2,1,18513,18021,0
2422,1,6,6,8,2,1,18274,18491,0
2424,0,5,5,4,1,1,16544,18472,0
2425,0,6,11,8,0,0,17409,17256,0
2426,0,7,10,6,0,0,13475,18579,0
2428,1,6,4,4,0,0,17409,17256,0
2429,1,2,5,0,1,1,16544,17256,0
2430,0,2,11,4,1,1,18117,17173,0
2432,1,4,4,3,1,1,18117,18201,0
2433,0,5,10,3,1,0,17381,17256,0
2435,0,5,2,5,2,1,16961,20004,0
2437,0,5,4,3,1,1,16961,19730,1
2438,0,1,10,0,0,0,17409,17256,0
2439,0,5,8,5,0,0,17409,17256,0
2440,1,3,10,5,0,0,17409,17256,0
2441,1,8,7,14,1,0,18513,18201,1
2442,0,7,11,8,0,0,18117,20004,1
2443,0,6,11,6,1,1,16961,18270,0
2444,1,4,4,5,0,0,16961,19483,1
2445,1,4,2,3,0,0,19558,18201,1
2447,0,2,6,1,0,0,17409,17256,0
2449,0,8,5,11,0,0,14536,20004,0
2450,1,7,4,8,0,0,16961,18201,0
2451,0,7,8,6,1,0,19558,18201,1
2452,0,6,6,6,1,1,18117,17761,0
2454,0,6,11,7,1,1,16961,18201,0
2455,1,11,1,6,1,1,18274,18491,1
2456,0,7,6,8,0,0,18117,20004,1
2458,1,9,2,8,2,1,18274,18472,1
2459,1,7,6,5,0,0,17409,17256,0
2460,1,9,4,8,0,0,14536,17256,0
2461,1,11,7,8,1,1,18274,18491,1
2462,0,11,4,11,1,1,18274,18472,1
2463,0,8,4,9,2,1,19558,18201,0
2464,0,4,5,2,0,0,17409,17256,1
2465,1,9,8,8,0,0,14536,17256,1
2466,1,4,2,3,1,1,16961,19483,0
2467,1,10,6,7,0,0,18513,18201,1
2468,0,8,6,9,0,0,16961,18201,1
2469,1,6,5,5,0,0,16544,18986,1
2471,0,7,8,4,1,1,18274,18472,1
2472,1,5,6,8,0,0,16961,18201,1
2473,0,4,6,3,0,0,14536,19730,1
2474,0,3,5,5,0,0,17409,17256,0
2475,0,5,10,8,0,0,17381,18420,0
2477,1,6,9,7,0,0,17409,17256,0
2478,1,4,8,3,0,0,13475,17256,1
2479,0,5,6,3,0,0,17409,17256,0
2480,1,9,10,9,0,0,14536,17256,0
2481,0,2,9,0,0,0,17409,17256,0
2482,1,11,7,10,1,1,18274,18472,1
2483,0,6,5,8,1,0,20619,19730,0
2484,0,4,10,9,0,0,16961,18201,0
2485,1,8,5,7,0,0,16961,18201,0
2486,1,7,4,6,2,1,18274,18021,1
2487,0,5,11,6,1,1,18274,18491,1
2488,0,7,10,8,0,0,20619,19797,0
2489,0,5,5,4,1,1,14536,19730,0
2490,1,2,2,1,1,0,14536,17256,1
2491,1,8,4,6,1,1,18513,18021,1
2492,0,11,10,12,0,0,18274,18472,1
2493,0,9,8,11,1,1,18117,17173,1
2494,0,1,11,1,0,0,17409,17256,0
2495,0,4,11,2,0,0,14536,17256,1
2496,1,5,3,6,1,1,18513,18491,1
2497,0,9,5,0,0,0,14536,17256,0
2498,1,9,7,9,1,0,18513,18201,1
2502,1,6,9,5,0,0,14536,17256,0
2504,1,8,9,9,0,0,18513,18201,1
2505,1,7,6,7,0,0,19558,18021,1
2507,0,8,5,4,1,0,17409,17256,0
2508,1,5,4,5,0,0,14536,17256,1
2510,0,0,11,0,0,0,18117,20004,1
2511,0,3,5,3,0,0,17409,17256,0
2512,1,6,4,6,0,0,17409,17256,0
2514,0,3,10,5,0,0,16961,19797,1
2515,1,8,5,7,1,1,18513,18201,1
2516,1,8,5,5,0,0,16544,18201,1
2517,0,3,8,3,0,0,17409,17256,0
2518,0,4,14,4,0,0,17409,17256,0
2519,1,4,6,1,0,0,17409,17256,0
2521,0,4,5,5,1,0,17409,17256,0
2522,0,4,8,3,0,0,16961,20004,1
2523,1,4,6,4,0,0,14536,17256,0
2524,1,7,8,5,0,0,16961,18201,1
2525,0,6,6,4,1,0,20038,17256,0
2526,1,3,2,3,0,0,17409,17256,0
2527,1,5,8,3,0,0,16961,17256,0
2528,0,7,8,4,0,0,16961,18201,1
2531,1,4,2,3,1,1,18117,18472,0
2532,0,3,5,6,0,0,17409,17256,0
2533,0,6,8,2,0,0,17409,17256,0
2534,1,4,3,6,1,0,16544,18201,1
2536,0,7,5,9,0,0,20038,19922,0
2537,1,6,6,9,1,0,14536,17256,0
2538,1,13,0,13,0,0,18274,18201,1
2540,1,7,2,9,2,1,19558,18201,1
2541,1,5,9,7,0,0,14536,17256,1
2542,1,8,9,12,0,0,18513,18021,0
2544,0,3,5,5,0,0,17440,17256,0
2545,1,4,3,6,0,0,16961,18579,0
2546,1,9,7,11,1,0,18513,18201,1
2547,1,8,7,12,1,1,18274,18491,1
2548,1,4,4,5,0,0,17409,17256,0
2549,1,6,3,8,1,1,18513,18201,1
2552,0,7,5,5,0,0,14536,17256,1
2553,0,6,9,4,1,0,14536,17256,0
2554,1,4,3,6,1,1,19558,18201,1
2555,1,9,6,9,0,0,16961,18201,0
2556,1,4,8,3,0,0,13475,17119,0
2557,1,6,5,5,1,1,14536,19483,1
2558,1,9,9,11,0,0,19558,18201,0
2559,1,8,6,11,1,1,18513,18201,1
2560,0,7,6,8,0,0,18117,18491,0
2561,1,5,4,5,1,0,19558,18201,0
2562,0,5,5,6,0,0,17409,17256,0
2563,0,5,6,5,0,0,14536,18201,0
2564,0,8,5,8,0,0,14536,17256,1
2565,1,3,5,0,1,1,17409,17256,0
2566,0,3,6,4,1,1,17450,17173,0
2567,1,10,3,7,2,1,18274,18021,1
2568,1,6,3,1,1,0,14536,17256,1
2570,1,2,3,2,1,0,14536,17256,1
2572,1,6,5,5,0,0,14536,17256,0
2573,1,5,3,2,1,1,16544,17256,1
2574,1,9,3,11,1,1,18513,18472,1
2575,0,9,6,11,1,0,18513,18472,1
2581,1,13,0,3,0,0,19558,18201,0
2582,1,5,13,3,0,0,17409,17256,0
2583,0,7,10,11,0,0,19558,18472,1
2584,1,8,5,7,1,1,18513,18201,1
2586,1,10,1,8,2,1,18513,18021,1
2588,1,10,2,11,2,1,18274,18021,1
2589,0,4,6,2,0,0,20619,19730,0
2590,0,3,10,3,0,0,17409,17256,0
2591,0,1,5,1,0,0,17409,17256,0
2592,0,7,6,8,0,0,18513,18472,1
2593,1,5,6,7,1,1,13519,18021,1
2594,1,5,3,9,1,1,19558,18472,1
2595,1,5,2,5,1,1,14536,17256,0
2596,1,1,2,1,1,1,13475,17256,0
2597,1,3,5,1,1,0,17409,17256,0
2598,0,8,6,6,1,1,19558,18201,0
2599,1,4,4,5,2,1,13519,18201,1
2600,1,5,3,6,2,1,18513,18021,1
2601,1,5,3,3,1,0,14536,17256,0
2603,1,3,4,3,0,0,17409,17256,0
2605,1,6,5,1,1,1,17409,17256,0
2607,1,6,2,8,0,0,19558,17119,1
2609,0,6,4,7,0,0,14536,19922,0
2610,1,8,7,12,0,0,18117,18201,0
2611,0,4,14,5,1,1,18274,18491,1
2612,0,7,8,3,0,0,17381,17173,1
2614,1,7,4,6,0,0,16961,18201,1
2615,1,9,10,10,0,0,16961,18201,1
2616,0,6,6,8,0,0,14536,17256,1
2617,0,5,8,5,1,1,14536,17256,0
2618,1,5,6,6,0,0,14536,17863,0
2619,0,2,9,3,1,1,20619,19730,0
2621,1,7,4,8,0,0,16961,19922,0
2622,1,11,7,10,1,1,18274,18491,1
2623,1,7,6,6,0,0,16961,18201,1
2624,0,6,2,2,0,0,17409,17256,0
2625,0,3,5,6,2,1,19558,18472,1
2626,1,8,3,8,1,1,18513,18472,1
2627,1,4,4,3,0,0,17409,17256,0
2628,0,2,3,1,0,0,17409,17256,0
2629,0,1,5,0,1,0,17409,17256,0
2630,1,8,7,12,1,1,18274,18021,1
2631,1,13,2,6,2,1,13519,18021,1
2632,1,5,4,9,1,0,16544,19483,0
2634,0,5,13,6,0,0,17409,17256,0
2635,0,6,11,8,0,0,17409,17256,0
2636,1,4,2,3,1,1,16961,18612,1
2637,1,5,2,5,0,0,14536,17256,1
2638,0,4,5,5,1,1,16961,18201,1
2642,1,10,1,9,1,0,13519,18021,1
2643,0,4,14,6,1,1,16961,18201,0
2644,1,7,4,8,0,0,16961,18201,0
2645,0,5,3,6,1,0,14536,17119,1
2646,1,6,3,7,0,0,17409,17256,0
2647,0,6,6,8,0,0,20619,17256,0
2649,0,2,5,1,0,0,17409,17256,1
2650,1,5,8,6,0,0,16961,18201,1
2651,0,3,5,4,0,0,17409,17256,0
2653,0,5,5,4,0,0,17409,17256,1
2654,0,7,11,4,1,1,18274,18491,1
2655,0,7,6,9,1,1,18274,18472,0
2656,1,6,6,9,0,0,13519,18021,1
2657,1,10,10,11,1,1,19558,18201,0
2659,0,3,2,4,1,0,16961,18502,0
2660,0,4,4,3,0,0,20619,17256,1
2665,1,9,4,9,1,0,18513,18021,0
2666,0,0,6,0,0,0,14536,17256,1
2667,0,6,6,7,0,0,20619,17256,0
2668,1,13,6,12,1,1,18274,18491,1
2671,0,8,5,7,1,1,18274,18491,0
2672,1,5,4,8,1,0,18513,18021,1
2673,1,4,8,4,0,0,16544,19483,1
2674,0,10,10,10,1,1,18117,18472,0
2675,0,4,14,4,0,0,14536,17256,0
2677,0,6,4,6,0,0,17409,17256,0
2679,1,13,8,14,0,0,18513,18201,1
2680,1,7,8,9,0,0,14536,17119,0
2681,1,5,4,3,0,0,14536,17863,0
2682,0,7,2,10,1,1,18117,20004,0
2683,0,7,6,10,1,1,18117,18472,1
2684,0,2,4,1,0,0,17409,17256,0
2687,1,7,2,8,1,1,18274,18491,1
2688,1,7,4,8,0,0,18513,18021,1
2689,1,6,3,6,2,1,13519,18021,1
2690,0,2,9,3,0,0,17409,17256,1
2691,0,7,8,9,0,0,13475,18201,0
2692,1,3,2,2,1,1,20619,17256,1
2694,1,6,4,7,0,0,16544,17256,1
2695,1,4,5,2,0,0,14536,17256,1
2696,0,5,6,5,1,1,16961,18472,0
2697,0,0,5,0,0,0,17409,17256,0
2698,1,10,4,12,1,1,18513,18491,1
2699,0,0,6,0,0,0,17409,17256,0
2700,0,2,10,0,0,0,17409,17256,1
2701,1,3,6,4,0,0,17409,17256,0
2703,1,4,4,5,1,1,19558,19483,0
2704,0,4,9,4,0,0,17409,17256,0
2705,1,2,6,2,0,0,17409,17256,0
2706,1,11,1,6,1,1,13519,18021,1
2707,0,7,4,8,1,1,18117,18472,0
2708,0,7,6,7,1,1,18274,18491,1
2710,1,11,2,6,2,1,13519,18021,1
2711,0,5,6,3,1,1,17450,19797,0
2713,1,5,5,6,2,1,13519,18021,1
2714,0,6,4,4,1,1,18513,18472,1
2715,1,13,3,12,1,1,18274,18491,1
2716,1,9,2,5,1,0,16961,18986,0
2717,1,6,5,5,0,0,14536,17256,0
2718,1,7,4,11,0,0,18513,18201,1
2719,0,2,5,2,1,1,18117,18472,0
2720,1,7,10,1,0,0,14536,17256,1
2721,0,3,4,3,0,0,17409,17256,0
2722,0,5,8,4,0,0,17409,17256,0
2723,0,5,6,3,0,0,13475,16650,0
2725,1,11,8,8,1,1,18274,18491,1
2726,0,6,8,4,0,0,17409,17256,0
